X,Y,geo_x_MTM,geo_y_MTM,geo_spatialRef_wkid,Facility_Group,BN,BN_FR,ADDRESS,ADDRESS_FR,Open_Seasonally,Season_Start_Date,Season_End_Date,Open_Hours_Sunday,Closed_Hours_Sunday,Special_Hours_Sunday,Open_Hours_Monday,Closed_Hours_Monday,Special_Hours_Monday,Open_Hours_Tuesday,Closed_Hours_Tuesday,Special_Hours_Tuesday,Open_Hours_Wednesday,Closed_Hours_Wednesday,Special_Hours_Wednesday,Open_Hours_Thursday,Closed_Hours_Thursday,Special_Hours_Thursday,Open_Hours_Friday,Closed_Hours_Friday,Special_Hours_Friday,Open_Hours_Saturday,Closed_Hours_Saturday,Special_Hours_Saturday,Phone_number_to_report_issues,X_COORDINATE,Y_COORDINATE,JURISDICTION,interior,seasonal,FID
-75.8013381958008,45.3637390136719,-8438166,5678968,102100,RECREATION,Ron Kolbus Lakeside Centre,Centre Ron-Kolbus Lakeside,102 Greenview Ave.,"102, ave  Greenview",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Summer Open 11:00 AM to 7:00 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Summer Open 9:00 AM to 9:00 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Summer Open 9:00 AM to 9:00 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Summer Open 9:00 AM to 9:00 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Summer Open 9:00 AM to 9:00 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Summer Open 9:00 AM to 9:00 PM,Closed,Closed,Summer Open 11:00 AM to 7:00 PM,311,-75.8013381958008,45.3637390136719,OTTAWA,y,n,22
-75.7242965698242,45.4035835266113,-8429590,5685283,102100,RECREATION,Hintonburg CC,Hintonburg CC,1064 WELLINGTON ST    W,"1064, RUE WELLINGTON O.",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:30:00 AM,12/31/1899 4:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 4:30:00 PM,Not Applicable/Non applicable,311,-75.7242965698242,45.4035835266113,OTTAWA,y,n,23
-75.7945785522461,45.3497352600098,-8437414,5676749,102100,Recreation,Foster Farm CC,Centre communautaire de Foster Farm,1065 Ramsey Crescent,1065. cres Ramsey,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,311,-75.7945785522461,45.3497352600098,OTTAWA,y,n,24
-75.526008605957,45.4742012023926,-8407517,5696486,102100,RECREATION,Pierre Rocque Community Centre,Centre communautaire du parc Pierre-Rocque,1070 ST. PIERRE ST,"1257, AV. JOSEPH DROUIN",Open Seasonally/Ouvert en saison,May/mai,August/ao–t,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 PM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 PM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 PM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 PM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 PM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.526008605957,45.4742012023926,OTTAWA,y,n,25
-75.6590576171875,45.3733062744141,-8422328,5680483,102100,RECREATION,Jim Durrell Recreation Centre,Centre r‚cr‚atif Jim-Durrell,1265 WALKLEY RD,"1265, CH. WALKLEY",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,311,-75.6590576171875,45.3733062744141,OTTAWA,y,n,26
-75.6576080322266,45.3673706054688,-8422167,5679543,102100,RECREATION,Deborah Anne Kirwan Pool,Piscine Deborah-Anne-Kirwan,1300 KITCHENER AVE,"1300, AV. KITCHENER",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:30:00 AM,12/31/1899 7:00:00 PM,Not Applicable/Non applicable,12/31/1899 3:30:00 PM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 3:30:00 PM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 3:30:00 PM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 3:30:00 PM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 3:30:00 PM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,311,-75.6576080322266,45.3673706054688,OTTAWA,y,n,27
-75.6539916992188,45.3789978027344,-8421764,5681386,102100,RECREATION,Heron Rd Multi-Service Cntr.,Centre multi-services du chemin Heron,1480 HERON RD,"1480, CH. HERON",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.6539916992188,45.3789978027344,OTTAWA,y,n,28
-75.5451049804688,45.4663391113281,-8409643,5695238,102100,RECREATION,Bob MacQuarrie Recreation Complex - Orl‚ans,Complexe r‚cr‚atif Bob-MacQuarrie - Orl‚ans,1490 YOUVILLE DR,"1490, CH. YOUVILLE",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 7:30:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 7:30:00 PM,Not Applicable/Non applicable,311,-75.5451049804688,45.4663391113281,OTTAWA,y,n,29
-75.907585144043,45.2635307312012,-8449994,5663105,102100,RECREATION,Goulbourn Recreation Complex,Complexe r‚cr‚atif Goulbourn,1500 SHEA RD,"1500, CH. SHEA",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 10:00:00 PM,Rinks 6 am to 11 pm,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Rinks 6 am to 11 pm,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Rinks 6 am to 11 pm,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Rinks 6 am to 11 pm,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Rinks 6 am to 11 pm,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Rinks 6 am to 12 am,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Rinks 6 am to 12 am,311,-75.907585144043,45.2635307312012,OTTAWA,y,n,30
-75.4931106567383,45.4720191955566,-8403854,5696140,102100,RECREATION,Ray Friel Recreation Complex,Complexe r‚cr‚atif Ray-Friel,1585 TENTH LINE RD,"1585, CH. TENTH LINE",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,311,-75.4931106567383,45.4720191955566,OTTAWA,y,n,31
-75.7022018432617,45.3594856262207,-8427131,5678294,102100,RECREATION,Carleton Heights CC,Centre Communautaire Carleton Heights,1665 APELDOORN AVE,"1665, AV. APELDOORN",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:30:00 AM,12/31/1899 11:30:00 AM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,6 to 9 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,6 to 9 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,6 to 9 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,6 to 9 PM,12/31/1899 9:00:00 AM,12/31/1899 4:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:30:00 AM,12/31/1899 2:30:00 PM,Not Applicable/Non applicable,311,-75.7022018432617,45.3594856262207,OTTAWA,y,n,32
-75.7027435302734,45.4094848632812,-8427191,5686219,102100,RECREATION,McNabb CC,Centre communautaire McNabb,180 PERCY ST,"180, RUE PERCY",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,311,-75.7027435302734,45.4094848632813,OTTAWA,y,n,33
-75.6888046264648,45.4254417419434,-8425639,5688749,102100,ARTS AND CULTURE,Arts Court,Cour des Arts,2 DALY AVE,"2, AV. DALY",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.6888046264648,45.4254417419434,OTTAWA,y,n,34
-75.6005630493164,45.4375228881836,-8415816,5690665,102100,RECREATION,Splash Wave Pool,Piscine … vagues Splash,2040 OGILVIE RD,"2040, CH. OGILVIE",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 6:00:00 PM,closed Mar 21-April 10,12/31/1899 6:00:00 AM,12/31/1899 9:00:00 PM,closed Mar 21-April 10,12/31/1899 6:00:00 AM,12/31/1899 8:30:00 PM,closed Mar 21-April 10,12/31/1899 6:00:00 AM,12/31/1899 9:00:00 PM,closed Mar 21-April 10,12/31/1899 6:00:00 AM,12/31/1899 8:30:00 PM,closed Mar 21-April 10,12/31/1899 6:00:00 AM,12/31/1899 9:00:00 PM,closed Mar 21-April 10,12/31/1899 8:00:00 AM,12/31/1899 6:00:00 PM,closed Mar 21-April 10,311,-75.6005630493164,45.4375228881836,OTTAWA,y,n,35
-75.629997253418,45.3909378051758,-8419093,5683278,102100,RECREATION,Canterbury Community Centre,Centre Communautaire Canterbury,2185 ARCH ST,"2185, RUE ARCH",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,311,-75.629997253418,45.3909378051758,OTTAWA,y,n,36
-75.7729110717773,45.3479194641113,-8435002,5676462,102100,RECREATION,Pinecrest Recreation Complex,Complexe r‚cr‚atif Pinecrest,2250 TORQUAY AVE,"2250, AV. TORQUAY",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 7:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 7:00:00 PM,Not Applicable/Non applicable,311,-75.7729110717773,45.3479194641113,OTTAWA,y,n,37
-75.4631042480469,45.4545059204101,-8400514,5693361,102100,RECREATION,Fran‡ois Dupuis Rec Centre,Centre r‚cr‚atif Fran‡ois-Dupuis,2263 PORTOBELLO BLVD,"2263, BOUL. PORTOBELLO",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 7:00:00 AM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 7:30:00 PM,Not Applicable/Non applicable,311,-75.4631042480469,45.4545059204102,OTTAWA,y,n,38
-75.6776275634765,45.4227333068848,-8424395,5688320,102100,RECREATION,Sandy Hill Community Centre,Centre Communautaire de C“te-de-Sable,250 SOMERSET ST    E,"250, RUE SOMERSET E.",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 12:30:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,closed July and August,311,-75.6776275634766,45.4227333068848,OTTAWA,y,n,39
-75.6818161010742,45.3946723937988,-8424861,5683870,102100,RECREATION,Ottawa South Community Centre,Centre Communautaire d'Ottawa-Sud,260 SUNNYSIDE AVE,"260, PROM. SUNNYSIDE",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 AM,"9:00am -1:00 July & August , closed on holidays",12/31/1899 6:30:00 AM,12/31/1899 9:00:00 AM,closed on statutory holidays,12/31/1899 6:30:00 AM,12/31/1899 9:00:00 PM,closed on statutory holidays,12/31/1899 6:30:00 AM,12/31/1899 9:00:00 PM,closed on statutory holidays,12/31/1899 6:30:00 AM,12/31/1899 9:00:00 PM,closed on statutory holidays,12/31/1899 6:30:00 AM,12/31/1899 6:00:00 PM,closed on staturoty holidays,12/31/1899 8:00:00 AM,12/31/1899 5:00:00 PM,9:00 am-1:00 pm July & August closed on holidays,311,-75.6818161010742,45.3946723937988,OTTAWA,y,n,40
-75.468391418457,45.2299079895019,-8401103,5657789,102100,RECREATION,Metcalfe CC & Larry Robinson Arena,Centre communautaire Metcalfe et Ar‚na Larry-Robinson,2785 8TH LINE RD,"2785, CH. 8TH LINE",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept only open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept only open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept only open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept only open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept only open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept only open when booked,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,April-Sept only open when booked,311,-75.468391418457,45.229907989502,OTTAWA,y,n,41
-75.4779739379883,45.4532127380371,-8402170,5693155,102100,RECREATION,Aquaview Community Hall,Salle Communautaire Aquaview,318 AQUAVIEW DR,"318, PROM. AQUAVIEW",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:30:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:30:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:30:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:30:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:30:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,311,-75.4779739379883,45.4532127380371,OTTAWA,y,n,42
-75.6896667480469,45.4157524108887,-8425735,5687212,102100,RECREATION,Jack Purcell Community Centre,Centre communautaire Jack-Purcell,320 JACK PURCELL LANE,"320, RLE. JACK PURCELL",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 PM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 7:30:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:30:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,311,-75.6896667480469,45.4157524108887,OTTAWA,y,n,43
